# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     33     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    172 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    172 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     33     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    187 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    187 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    172 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     33     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    187 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    187 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    187 
    0     33     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      1      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      1      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    187 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    187 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     33     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    172 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    172 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    187 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    187 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     33     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    172 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    187 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    187 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    172 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      1      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      1      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    187 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    187 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    172 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    172 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      1      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    187 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     34     30      -      0      0      0      0      0      0    405    180 
    0     33     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    172 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    172 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     29     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     30     30      -      0      0      0      0      0      0    405    180 
    0     31     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
    0     32     30      -      0      0      0      0      0      0    405    180 
